procode,gbcode,q101a1,q101b1,q101c1,q101d1,q101e1,q101f1,q101g1,q101h1,q101i1,q101j1,q101k1,q101l1,q101m1,q101a2,q101a3,q101a4,q101a5,q101a6,q201,q202,q203,q204,q205,q206,q207,q208,q209,q211,q212,q213,q301,q302,q304,q305,q306,q307,q308,q309,q310,q311,q312,q313,q314,q315,q316
11,110102,1,1,198908,13,1,3,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2007,1,7,46,2,1,3000,7,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,2,198908,37,1,4,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2012,1,7,48,2,1,1500,7,8,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,2,197408,37,1,6,1,2,1,1,1,1996,1,2,3,-1,-1,-1,1996,1,6,41,5,4,3000,7,9,2,2,-1,199808,1,2,-1,1,200202,3,2,2,1,1,1,1,2,1
11,110102,1,1,198412,33,1,4,1,2,1,1,1,2003,1,2,3,-1,-1,-1,2003,1,6,41,5,3,3500,7,8,2,2,-1,200909,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,198207,21,1,7,2,2,1,1,1,2006,1,2,3,-1,-1,-1,2001,1,15,20,8,1,4800,5,8,2,1,2,200910,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,197302,13,1,3,1,2,1,1,1,1996,1,2,3,3,-1,-1,1996,1,6,41,5,3,2000,7,12,5,2,-1,199803,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,2,198705,23,1,6,2,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2007,1,12,30,6,1,4000,5,8,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,2,197809,44,1,7,2,2,1,1,1,2005,1,2,3,-1,-1,-1,2002,1,13,20,3,1,6000,5,6,5,1,2,200701,1,2,-1,1,201201,7,2,1,0,2,2,2,4,1
11,110102,1,2,198805,61,1,6,1,2,1,1,1,2012,1,2,3,-1,-1,-1,2012,1,13,20,6,1,5000,6,8,5,2,-1,201107,1,2,-1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
11,110102,1,2,198901,32,3,6,2,2,1,1,1,2009,1,2,3,-1,-1,-1,2009,1,12,48,6,1,3000,5,8,2,2,-1,200912,1,2,-1,1,201203,7,2,7,0,1,2,1,2,1
11,110102,1,2,196803,33,1,3,1,2,1,1,1,2011,1,2,3,3,-1,-1,2011,1,6,41,5,3,5000,7,8,2,2,-1,198906,2,2,-1,1,199503,2,1,2,0,2,2,2,4,1
11,110102,1,2,198003,13,1,7,2,2,1,1,1,2006,1,2,3,-1,-1,-1,2002,1,13,20,6,1,6000,5,8,2,1,2,200612,1,1,2,1,200806,7,2,5,0,2,2,2,4,1
11,110102,1,2,198309,61,1,4,1,2,1,1,1,2011,1,2,3,-1,-1,-1,2000,1,7,43,6,1,3600,6,6,2,1,1,200808,1,1,2,1,201106,7,2,1,0,1,2,1,2,1
11,110102,1,2,198403,13,1,7,2,2,1,1,1,2006,1,2,-1,-1,-1,-1,2006,1,12,30,6,1,2600,6,8,5,1,3,200901,0,-1,-1,2,-1,-1,-1,-1,0,2,2,2,4,1
11,110102,1,2,197102,32,1,3,1,2,1,1,1,2001,1,2,3,3,-1,-1,2001,1,10,64,3,1,1000,7,6,1,1,3,199112,2,-1,-1,1,200608,2,1,2,0,1,2,2,4,2
11,110102,1,2,197301,35,1,3,1,2,1,1,1,2000,1,2,3,3,-1,-1,2000,1,6,41,5,4,2000,7,9,2,2,-1,199508,2,-1,-1,1,201110,3,2,2,0,1,1,1,1,1
11,110102,1,1,197310,15,1,3,1,2,1,1,1,2008,1,2,3,-1,-1,-1,2008,1,6,41,5,3,1000,7,8,1,2,-1,200712,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,197710,37,1,7,2,2,1,1,1,2005,1,2,3,-1,-1,-1,2000,1,4,20,3,1,5000,5,8,2,1,1,201004,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,196511,42,1,3,2,2,1,1,1,2000,2,2,3,3,-1,-1,1998,1,6,41,5,3,20000,7,8,2,2,-1,199705,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,198107,41,1,6,1,2,1,1,1,2006,1,2,3,-1,-1,-1,2001,1,15,41,5,3,20000,7,7,2,1,1,200505,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,198703,23,1,6,2,1,1,1,1,2009,1,-1,-1,-1,-1,-1,2005,1,9,48,7,1,5000,6,8,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,197109,13,1,5,1,2,1,1,1,1993,1,2,3,-1,-1,-1,1993,1,1,20,6,1,3000,6,8,5,1,2,199605,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,197111,37,1,3,1,2,1,1,1,2011,1,2,3,3,3,-1,1991,1,7,48,10,1,1700,7,8,5,2,-1,199511,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,2,196811,32,1,3,1,2,1,1,1,1992,1,2,3,-1,-1,-1,1983,1,8,48,12,3,5000,7,14,6,2,-1,198812,1,1,1,1,199001,3,1,1,0,1,2,2,4,1
11,110102,1,2,196608,43,1,3,1,2,1,1,1,2010,1,2,3,4,8,-1,2002,1,8,44,6,1,5000,6,12,2,2,-1,198801,1,1,2,1,198910,3,1,1,0,2,2,2,1,1
11,110102,1,1,196510,42,1,3,1,2,1,1,1,2008,1,2,3,3,-1,-1,2003,1,6,41,12,3,3000,7,12,2,2,-1,198710,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,2,198208,13,1,4,1,2,1,1,1,2002,1,2,3,-1,-1,-1,2002,1,6,41,12,3,3000,7,8,2,2,-1,200401,1,2,-1,1,200710,7,2,1,0,2,2,2,4,1
11,110102,1,2,197709,13,1,3,1,2,5,1,1,2011,2,2,3,3,-1,-1,2000,4,-1,-1,-1,-1,-1,-1,-1,6,2,-1,200010,2,-1,-1,1,201101,3,1,2,0,2,2,2,1,1
11,110102,1,1,198411,37,1,3,1,2,1,1,1,2008,1,2,3,-1,-1,-1,1999,1,4,47,12,3,3000,7,12,6,2,-1,200310,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,196911,41,1,3,1,2,1,1,1,2000,1,2,3,3,-1,-1,2000,1,6,41,5,3,3000,7,8,2,2,-1,198810,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,2,197008,36,1,3,1,2,5,1,1,2006,1,2,3,3,-1,-1,2006,4,-1,-1,-1,-1,-1,-1,-1,6,2,-1,198912,2,-1,-1,1,199311,2,1,2,0,2,2,2,4,1
11,110102,1,2,197707,21,1,4,2,2,1,1,1,2011,1,2,3,-1,-1,-1,2000,1,6,41,12,3,2000,7,12,2,2,-1,200404,1,1,2,1,200701,7,2,1,0,2,2,2,4,1
11,110102,1,1,198707,12,1,4,1,2,1,1,1,2012,1,2,3,-1,-1,-1,1998,1,6,41,12,3,4000,7,12,6,2,-1,199908,1,2,-1,-1,-9,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,199306,22,1,4,1,1,1,1,1,2010,2,-1,-1,-1,-1,-1,2009,1,8,48,5,1,1800,6,8,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,2,199402,62,1,3,1,1,1,1,1,2010,2,-1,-1,-1,-1,-1,2010,1,8,48,5,1,1200,6,8,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,196307,41,1,2,1,2,1,1,1,2007,2,2,3,3,3,-1,2004,1,6,41,12,3,2000,7,6,6,2,-1,198811,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,198904,13,1,3,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2005,1,8,47,5,1,2000,5,8,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,197710,34,1,2,1,2,1,1,1,2010,1,2,3,3,-1,-1,1996,1,8,47,5,1,1500,5,6,2,2,-1,199702,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,2,198910,13,1,3,1,2,4,1,1,2011,1,2,-1,-1,-1,-1,2008,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,201105,0,-1,-1,2,-1,-1,-1,-1,0,1,2,2,4,1
11,110102,1,1,199006,13,1,3,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2005,1,8,48,5,1,2000,6,8,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,196708,41,1,1,1,2,1,1,1,1999,1,2,3,3,3,-1,1993,1,6,41,12,3,2000,7,6,6,2,-1,199112,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,197805,37,1,2,1,2,1,1,1,2010,1,2,3,3,-1,-1,1997,1,8,45,3,1,1800,7,2,4,2,-1,200202,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,2,197501,41,1,7,2,2,1,1,1,2000,1,2,-1,-1,-1,-1,2000,1,8,30,10,1,4500,5,9,7,1,1,200808,0,-1,-1,2,-1,-1,-1,-1,0,2,2,2,4,1
11,110102,1,2,198004,13,1,7,2,2,1,1,1,2006,1,2,3,-1,-1,-1,1998,1,15,80,3,1,7000,5,8,7,1,3,200804,1,1,1,1,201002,7,2,6,0,2,2,2,4,1
11,110102,1,1,197804,41,1,8,2,4,1,1,1,2011,1,-1,-1,-1,-1,-1,2011,1,13,48,6,1,6000,5.5,9,2,1,1,200606,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,197007,21,1,6,2,4,1,1,1,1992,1,-1,-1,-1,-1,-1,1988,1,12,48,2,1,5000,5.5,9,7,1,3,-9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,2,197811,36,1,7,2,1,1,1,1,1998,1,-1,-1,-1,-1,-1,1998,1,9,30,10,1,7000,6.5,9,7,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,197810,52,1,7,2,2,1,1,1,2001,1,2,-1,-1,-1,-1,1997,1,12,10,2,1,10000,5,8,7,1,3,200609,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,197810,13,1,7,2,1,1,1,1,2007,1,-1,-1,-1,-1,-1,2003,1,4,63,6,3,8000,5.5,6,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,2,197810,14,1,7,2,1,1,1,1,2005,1,-1,-1,-1,-1,-1,2001,1,8,20,2,1,5000,5,9,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,197801,15,1,7,2,2,1,1,1,1998,1,2,3,-1,-1,-1,1998,1,9,41,3,1,7000,5,8,7,1,2,200503,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,2,197510,65,7,6,2,2,1,1,1,2007,1,2,-1,-1,-1,-1,1992,1,12,80,12,3,5000,5,3,7,2,-1,200610,0,-1,-1,1,-9,7,3,6,0,2,2,2,4,1
11,110102,1,1,198008,22,1,6,2,2,1,1,1,2003,1,2,-1,-1,-1,-1,2000,1,9,30,3,1,8000,5,6,2,1,1,200608,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,2,198004,23,1,7,2,2,1,1,1,2009,1,2,3,-1,-1,-1,2004,1,8,30,2,1,6000,5,9,7,1,2,200804,1,2,-1,1,200910,8,3,5,1,3,2,2,4,1
11,110102,1,1,197808,22,1,7,2,2,1,1,1,2001,1,2,3,-1,-1,-1,2001,1,1,20,6,1,8000,5,9,7,1,1,200607,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,1,198007,53,1,7,2,2,1,1,1,2011,1,2,-1,-1,-1,-1,2011,1,8,20,4,1,2000,5,8,1,1,1,201006,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,2,198011,13,4,7,2,2,1,1,1,2000,1,2,-1,-1,-1,-1,2000,1,1,20,3,1,6000,5.5,8,2,1,3,200510,0,-1,-1,2,-1,-1,-1,-1,0,3,2,2,3,1
11,110102,1,2,197806,36,1,6,2,2,1,1,1,2000,1,2,-1,-1,-1,-1,1996,1,7,48,6,1,2000,5,8,5,1,3,199910,0,-1,-1,2,-1,-1,-1,-1,0,2,2,2,3,1
11,110102,1,1,197506,37,1,7,2,1,1,1,1,2009,1,-1,-1,-1,-1,-1,1995,1,8,30,2,1,5000,5,8,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110102,1,2,197804,23,1,8,2,2,1,1,1,2009,1,2,3,-1,-1,-1,2009,1,9,20,3,1,5000,5,8,7,1,1,200508,1,1,1,1,200704,7,2,1,0,2,3,2,1,1
11,110102,1,2,197809,13,1,7,2,2,1,1,1,2009,1,2,-1,-1,-1,-1,2009,1,13,10,3,1,8000,5,8,7,1,1,200706,0,-1,-1,2,-1,-1,-1,-1,0,2,2,2,4,2
11,110102,1,2,196004,15,1,6,2,2,7,1,1,2007,1,2,3,-1,-1,-1,2007,5,-1,-1,-1,-1,-1,-1,-1,7,1,1,198604,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197102,33,1,2,1,2,5,1,1,2005,1,2,3,3,-1,-1,1998,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,199205,2,2,-1,1,200309,7,2,5,0,2,2,1,1,2
11,110105,1,2,198010,21,1,5,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2009,1,7,48,6,1,5600,5,9,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199109,37,1,3,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2011,1,7,43,5,1,2800,7,12,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,199111,42,1,7,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2011,1,9,20,6,1,3500,6,9,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199301,13,1,3,1,1,1,1,1,2011,1,-1,-1,-1,-1,-1,2011,1,7,43,5,1,2800,7,12,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198402,41,1,3,2,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2005,1,7,48,5,1,3000,7,12,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198401,33,1,3,1,2,1,1,1,2008,1,2,3,-1,-1,-1,2008,1,6,41,5,2,12000,7,12,2,2,-1,200612,1,2,-1,1,200707,7,2,1,0,1,1,1,1,1
11,110105,1,1,198701,14,1,3,1,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2006,1,6,48,5,1,3000,7,12,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197809,34,1,3,1,2,1,1,1,2002,1,2,3,-1,-1,-1,2002,1,6,41,5,2,13000,7,12,2,2,-1,200207,1,-9,-9,1,200403,7,3,1,0,1,1,1,1,2
11,110105,1,2,198312,42,1,4,2,2,1,1,1,2010,1,2,-1,-1,-1,-1,2010,1,6,48,5,1,4000,7,12,1,2,-1,201006,0,-1,-1,1,-9,7,2,5,0,1,1,1,1,2
11,110105,1,1,198604,23,1,7,2,1,1,1,1,2007,1,-1,-1,-1,-1,-1,2007,1,13,20,6,1,3800,5.5,10,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197402,42,1,3,2,1,1,1,1,2010,1,-1,-1,-1,-1,-1,2008,1,8,48,5,1,6000,7,9,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,199008,61,1,4,1,1,1,1,1,2012,1,-1,-1,-1,-1,-1,2010,1,7,43,5,1,3200,7,12,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198511,42,1,6,1,2,1,1,1,2006,1,2,-1,-1,-1,-1,2006,1,6,41,5,2,8000,7,12,2,2,-1,201102,0,-1,-1,1,-9,7,2,1,0,1,1,1,1,2
11,110105,1,2,198612,42,1,3,1,2,1,1,1,2011,1,-1,-1,-1,-1,-1,2008,1,6,48,5,1,3200,7,12,4,2,-1,-9,-9,-1,-1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
11,110105,1,2,197402,23,1,7,2,2,1,1,1,1995,1,2,3,5,5,-1,1995,1,15,30,6,2,11000,5,10,7,1,1,200007,1,1,2,1,200205,7,2,5,0,1,1,1,1,2
11,110105,1,2,197107,23,1,4,1,2,5,1,1,2001,1,2,3,3,-1,-1,2001,4,-1,-1,-1,-1,-1,-1,-1,2,2,-1,199307,2,2,-1,1,200410,7,2,5,0,2,2,1,1,2
11,110105,1,2,197604,33,1,4,2,2,1,1,1,1996,1,2,3,-1,-1,-1,1996,1,6,41,5,2,5600,7,12,2,2,-1,199907,1,2,-1,1,200112,7,1,5,0,1,1,1,1,2
11,110105,1,2,197109,33,1,3,1,2,1,1,1,2001,1,2,3,-1,-1,-1,1996,1,6,41,5,2,20000,7,10,2,2,-1,199406,1,2,-1,1,199608,7,2,5,0,3,2,1,1,2
11,110105,1,2,197401,23,1,6,1,2,1,1,1,2008,1,2,3,3,-1,-1,2005,1,6,41,5,2,8000,7,10,2,2,-1,199801,2,2,-1,1,201104,7,2,1,0,1,1,1,1,2
11,110105,1,2,199005,37,1,4,1,1,1,1,1,2011,2,-1,-1,-1,-1,-1,2008,1,7,43,5,1,2000,6,13,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197209,13,1,4,2,2,1,1,1,1993,1,2,3,-1,-1,-1,1990,1,8,48,5,3,3000,5,10,6,2,-1,199508,1,2,-1,1,199809,7,2,7,0,2,2,2,4,1
11,110105,1,1,195708,13,1,2,1,2,1,1,1,2006,2,2,3,3,-1,-1,2006,1,8,45,11,1,640,6,8,4,1,3,198010,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197701,41,1,4,2,2,1,1,1,2002,2,2,3,3,-1,-1,2002,1,6,41,5,3,3000,7,14,2,2,-1,199901,2,-1,-1,2,-1,-1,-1,-1,0,2,2,2,4,2
11,110105,1,2,197906,45,6,4,1,2,1,1,1,2008,1,2,3,-1,-1,-1,2008,1,7,43,5,2,1800,7,8,2,2,-1,200601,1,2,-1,2,-1,-1,-1,-1,-9,2,2,1,2,1
11,110105,1,2,197907,61,1,3,1,2,1,1,1,2004,1,2,3,-1,-1,-1,2004,1,7,43,5,3,2000,7,14,2,2,-1,199901,2,-1,-1,1,201202,3,3,1,-9,2,1,1,3,1
11,110105,1,2,196708,41,1,3,1,2,1,1,1,2010,1,2,-1,-1,-1,-1,2003,1,6,41,5,3,4000,7,14,2,2,-1,199012,0,-1,-1,1,-9,2,1,1,0,2,2,2,4,2
11,110105,1,1,197706,13,1,2,1,2,1,1,1,1996,1,2,3,-1,-1,-1,1996,1,6,41,5,3,5000,7,12,2,2,-1,199902,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198612,51,1,4,1,2,1,1,1,2008,1,2,3,7,-1,-1,2004,1,15,41,5,3,1800,7,12,6,2,-1,200811,1,2,-1,1,201201,7,2,5,0,2,2,2,4,1
11,110105,1,2,197202,34,1,2,1,2,1,1,1,1996,1,2,3,3,-1,-1,1991,1,8,45,11,1,1600,7,8,1,1,1,199802,2,-1,-1,1,200701,2,1,1,0,2,2,2,4,1
11,110105,1,2,198407,13,1,3,1,2,4,1,1,2009,1,2,3,-1,-1,-1,2003,3,-1,-1,-1,-1,-1,-1,-1,2,2,-1,200512,1,2,-1,1,200812,7,2,5,0,2,3,1,1,2
11,110105,1,2,197106,41,1,3,1,2,1,1,1,2002,1,2,3,3,-1,-1,1999,1,6,42,5,3,3000,7,16,2,1,1,199211,2,-1,-1,1,200109,2,1,3,-9,2,1,2,4,1
11,110105,1,2,197104,34,1,3,1,2,1,1,1,2007,1,2,3,3,3,-1,1999,1,6,41,5,3,4000,7,15,2,2,-1,199209,3,-1,-1,1,199904,2,2,3,0,2,2,2,4,1
11,110105,1,2,197406,41,1,5,1,2,1,1,1,2009,1,2,3,3,3,-1,2009,1,15,47,5,2,3000,5,8,2,2,-1,199512,3,-1,-1,1,200305,3,2,2,0,2,2,2,4,1
11,110105,1,2,197802,34,1,3,1,2,1,1,1,2005,1,2,3,-1,-1,-1,2000,1,6,41,5,3,3000,7,13,6,2,-1,200402,1,1,1,1,200501,3,1,9,0,1,2,1,1,1
11,110105,1,1,196503,34,1,1,1,2,1,1,1,1997,1,2,3,3,3,-1,1997,1,8,45,11,1,1640,6,8,1,1,2,198605,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197202,32,1,3,1,2,1,1,1,1992,1,2,3,-1,-1,-1,1990,1,1,61,6,1,3000,6,8,2,1,2,199209,1,1,1,2,-1,-1,-1,-1,0,1,1,1,1,2
11,110105,1,1,197212,14,1,3,1,2,1,1,1,2012,1,2,3,3,-1,-1,2007,1,7,43,5,2,3000,7,14,2,2,-1,199201,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198001,23,1,3,1,2,1,1,1,2008,1,2,3,-1,-1,-1,2003,1,8,41,5,3,3500,7,11,6,2,-1,200501,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,196911,41,1,3,1,2,1,1,1,2007,1,2,3,-1,-1,-1,2001,1,1,42,5,3,3000,7,14,6,2,-1,199701,1,2,-1,1,200312,3,1,1,0,2,2,2,4,2
11,110105,1,2,198410,13,1,7,2,2,1,1,1,2007,1,2,-1,-1,-1,-1,2007,1,13,20,3,1,1600,5,8,1,1,2,201008,0,-1,-1,2,-1,-1,-1,-1,0,2,2,1,2,1
11,110105,1,1,198303,23,1,4,2,1,1,1,1,2000,1,-1,-1,-1,-1,-1,2000,1,13,20,3,1,500,5,8,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198910,41,1,5,1,1,1,1,1,2008,1,-1,-1,-1,-1,-1,2008,1,13,20,3,1,2200,5,8,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,199010,37,4,4,1,2,1,1,1,2009,1,2,-1,-1,-1,-1,2009,1,13,20,3,1,1300,5,8,1,1,3,201205,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198201,13,1,4,1,2,1,1,1,2001,1,2,3,-1,-1,-1,2001,1,13,47,3,1,1800,5,8,1,1,3,200503,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,197005,13,1,4,1,2,1,1,1,1989,1,2,3,-1,-1,-1,1989,1,13,20,3,1,1700,5,8,1,1,2,199912,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197909,42,1,3,1,2,1,1,1,2012,1,2,3,3,-1,-1,2012,1,13,45,3,1,1260,6,8,1,1,1,200401,2,-1,-1,1,200809,2,1,2,0,2,2,2,4,2
11,110105,1,2,198708,42,1,3,2,2,1,1,1,2004,1,2,-1,-1,-1,-1,2004,1,13,48,3,1,1500,7,10,1,1,2,201202,0,-1,-1,2,-1,-1,-1,-1,0,2,2,1,1,2
11,110105,1,1,196304,42,1,6,1,5,1,1,1,2001,1,3,3,-1,-1,-1,2001,1,13,20,3,1,2200,5,8,1,1,2,198601,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,196601,41,1,3,1,2,1,1,1,2009,1,2,3,-1,-1,-1,2009,1,8,44,4,1,1200,5,8,1,1,3,199010,1,2,-1,1,200202,3,1,2,0,2,2,2,4,2
11,110105,1,1,198803,23,1,4,2,1,1,1,1,2008,1,-1,-1,-1,-1,-1,2004,1,13,20,3,1,1200,5,8,4,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,1,198902,41,1,3,1,1,1,1,1,2007,1,-1,-1,-1,-1,-1,2007,1,13,20,3,2,1500,5,8,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,196705,42,1,3,1,2,1,1,1,2011,1,2,3,3,-1,-1,2011,1,13,43,3,1,1400,6,8,1,1,1,199402,2,-1,-1,1,199908,2,1,1,0,2,2,2,4,2
11,110105,1,2,196606,14,1,3,1,3,1,1,1,2009,1,2,-1,-1,-1,-1,2009,1,8,45,4,1,1200,6,8,1,1,3,199303,0,-1,-1,1,-9,3,1,1,0,3,2,2,4,2
11,110105,1,2,196306,34,1,3,1,2,5,1,1,2009,1,2,3,3,-1,-1,2009,4,-1,-1,-1,-1,-1,-1,-1,1,2,-1,198103,2,-1,-1,2,-1,-1,-1,-1,0,2,2,1,2,2
11,110105,1,1,196008,13,1,2,1,1,1,1,1,2009,1,-1,-1,-1,-1,-1,2005,1,8,47,4,1,1260,6,7,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,197308,13,1,3,1,2,5,1,1,2004,1,2,3,3,-1,-1,2004,4,-1,-1,-1,-1,-1,-1,-1,1,2,-1,199512,2,-1,-1,1,200304,3,1,2,0,3,3,1,1,1
11,110105,1,1,196708,41,1,2,1,1,1,1,1,2009,1,-1,-1,-1,-1,-1,2003,1,8,46,4,1,1200,6,6,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,110105,1,2,198607,34,1,3,1,2,5,1,1,2009,1,2,3,-1,-1,-1,2009,4,-1,-1,-1,-1,-1,-1,-1,1,2,-1,200802,1,2,-1,1,201103,3,1,1,0,3,3,1,1,1
11,110105,1,2,198212,34,1,3,1,2,1,1,1,2000,1,2,3,-1,-1,-1,2000,1,8,48,4,1,1260,6,6,1,1,3,200902,1,2,-1,1,201002,7,3,1,0,3,3,1,1,1
